type,path,year,month,exists,rows,h3_r7,h3_r8,h3_r9,res
l3,data/l3/res=9/year=2018/month=06/l3-aggregates-9-2018-06.parquet,2018,06,True,19345,,,,9.0
l3,data/l3/res=9/year=2018/month=07/l3-aggregates-9-2018-07-monthly.parquet,2018,07,True,4051,,,,9.0
l3,data/l3/res=9/year=2018/month=07/l3-aggregates-9-2018-07.parquet,2018,07,True,20161,,,,9.0
l3,data/l3/res=9/year=2018/month=08/l3-aggregates-9-2018-08.parquet,2018,08,True,20050,,,,9.0
l3,data/l3/res=9/year=2018/month=08/l3-aggregates-9-2018-08-monthly.parquet,2018,08,True,4045,,,,9.0
l3,data/l3/res=9/year=2018/month=09/l3-aggregates-9-2018-09.parquet,2018,09,True,18493,,,,9.0
l3,data/l3/res=9/year=2018/month=09/l3-aggregates-9-2018-09-monthly.parquet,2018,09,True,3913,,,,9.0
l3,data/l3/res=9/year=2018/month=10/l3-aggregates-9-2018-10.parquet,2018,10,True,18336,,,,9.0
l3,data/l3/res=9/year=2018/month=10/l3-aggregates-9-2018-10-monthly.parquet,2018,10,True,3939,,,,9.0
l3,data/l3/res=9/year=2018/month=11/l3-aggregates-9-2018-11.parquet,2018,11,True,16667,,,,9.0
l3,data/l3/res=9/year=2018/month=11/l3-aggregates-9-2018-11-monthly.parquet,2018,11,True,3798,,,,9.0
l3,data/l3/res=9/year=2018/month=12/l3-aggregates-9-2018-12.parquet,2018,12,True,17440,,,,9.0
l3,data/l3/res=9/year=2018/month=12/l3-aggregates-9-2018-12-monthly.parquet,2018,12,True,3879,,,,9.0
l3,data/l3/res=9/year=2019/month=01/l3-aggregates-9-2019-01.parquet,2019,01,True,16216,,,,9.0
l3,data/l3/res=9/year=2019/month=01/l3-aggregates-9-2019-01-monthly.parquet,2019,01,True,3782,,,,9.0
l3,data/l3/res=9/year=2019/month=02/l3-aggregates-9-2019-02-monthly.parquet,2019,02,True,3742,,,,9.0
l3,data/l3/res=9/year=2019/month=02/l3-aggregates-9-2019-02.parquet,2019,02,True,15226,,,,9.0
l3,data/l3/res=9/year=2019/month=03/l3-aggregates-9-2019-03-monthly.parquet,2019,03,True,3802,,,,9.0
l3,data/l3/res=9/year=2019/month=03/l3-aggregates-9-2019-03.parquet,2019,03,True,16901,,,,9.0
l3,data/l3/res=9/year=2019/month=04/l3-aggregates-9-2019-04-monthly.parquet,2019,04,True,3803,,,,9.0
l3,data/l3/res=9/year=2019/month=04/l3-aggregates-9-2019-04.parquet,2019,04,True,17208,,,,9.0
l3,data/l3/res=9/year=2019/month=05/l3-aggregates-9-2019-05.parquet,2019,05,True,19128,,,,9.0
l3,data/l3/res=9/year=2019/month=05/l3-aggregates-9-2019-05-monthly.parquet,2019,05,True,3911,,,,9.0
l3,data/l3/res=9/year=2019/month=06/l3-aggregates-9-2019-06.parquet,2019,06,True,18931,,,,9.0
l3,data/l3/res=9/year=2019/month=06/l3-aggregates-9-2019-06-monthly.parquet,2019,06,True,3946,,,,9.0
l3,data/l3/res=9/year=2019/month=07/l3-aggregates-9-2019-07.parquet,2019,07,True,19940,,,,9.0
l3,data/l3/res=9/year=2019/month=07/l3-aggregates-9-2019-07-monthly.parquet,2019,07,True,3967,,,,9.0
l3,data/l3/res=9/year=2019/month=08/l3-aggregates-9-2019-08.parquet,2019,08,True,19632,,,,9.0
l3,data/l3/res=9/year=2019/month=08/l3-aggregates-9-2019-08-monthly.parquet,2019,08,True,3988,,,,9.0
l3,data/l3/res=9/year=2019/month=09/l3-aggregates-9-2019-09.parquet,2019,09,True,18305,,,,9.0
l3,data/l3/res=9/year=2019/month=09/l3-aggregates-9-2019-09-monthly.parquet,2019,09,True,3907,,,,9.0
l3,data/l3/res=9/year=2019/month=10/l3-aggregates-9-2019-10.parquet,2019,10,True,17796,,,,9.0
l3,data/l3/res=9/year=2019/month=10/l3-aggregates-9-2019-10-monthly.parquet,2019,10,True,3862,,,,9.0
l3,data/l3/res=9/year=2019/month=11/l3-aggregates-9-2019-11.parquet,2019,11,True,16333,,,,9.0
l3,data/l3/res=9/year=2019/month=11/l3-aggregates-9-2019-11-monthly.parquet,2019,11,True,3827,,,,9.0
l3,data/l3/res=9/year=2019/month=12/l3-aggregates-9-2019-12-monthly.parquet,2019,12,True,3835,,,,9.0
l3,data/l3/res=9/year=2019/month=12/l3-aggregates-9-2019-12.parquet,2019,12,True,17127,,,,9.0
l3,data/l3/res=9/year=2020/month=01/l3-aggregates-9-2020-01-monthly.parquet,2020,01,True,3758,,,,9.0
l3,data/l3/res=9/year=2020/month=01/l3-aggregates-9-2020-01.parquet,2020,01,True,16417,,,,9.0
l3,data/l3/res=9/year=2020/month=02/l3-aggregates-9-2020-02.parquet,2020,02,True,14996,,,,9.0
l3,data/l3/res=9/year=2020/month=02/l3-aggregates-9-2020-02-monthly.parquet,2020,02,True,3733,,,,9.0
l3,data/l3/res=9/year=2020/month=03/l3-aggregates-9-2020-03.parquet,2020,03,True,14187,,,,9.0
l3,data/l3/res=9/year=2020/month=03/l3-aggregates-9-2020-03-monthly.parquet,2020,03,True,3648,,,,9.0
l3,data/l3/res=9/year=2020/month=04/l3-aggregates-9-2020-04.parquet,2020,04,True,11326,,,,9.0
l3,data/l3/res=9/year=2020/month=04/l3-aggregates-9-2020-04-monthly.parquet,2020,04,True,3433,,,,9.0
l3,data/l3/res=9/year=2020/month=05/l3-aggregates-9-2020-05.parquet,2020,05,True,14135,,,,9.0
l3,data/l3/res=9/year=2020/month=05/l3-aggregates-9-2020-05-monthly.parquet,2020,05,True,3628,,,,9.0
l3,data/l3/res=9/year=2020/month=06/l3-aggregates-9-2020-06-monthly.parquet,2020,06,True,3727,,,,9.0
l3,data/l3/res=9/year=2020/month=06/l3-aggregates-9-2020-06.parquet,2020,06,True,14957,,,,9.0
l3,data/l3/res=9/year=2020/month=07/l3-aggregates-9-2020-07-monthly.parquet,2020,07,True,3829,,,,9.0
l3,data/l3/res=9/year=2020/month=07/l3-aggregates-9-2020-07.parquet,2020,07,True,16461,,,,9.0
l3,data/l3/res=9/year=2020/month=08/l3-aggregates-9-2020-08-monthly.parquet,2020,08,True,3819,,,,9.0
l3,data/l3/res=9/year=2020/month=08/l3-aggregates-9-2020-08.parquet,2020,08,True,16494,,,,9.0
l3,data/l3/res=9/year=2020/month=09/l3-aggregates-9-2020-09.parquet,2020,09,True,15195,,,,9.0
l3,data/l3/res=9/year=2020/month=09/l3-aggregates-9-2020-09-monthly.parquet,2020,09,True,3797,,,,9.0
l3,data/l3/res=9/year=2020/month=10/l3-aggregates-9-2020-10.parquet,2020,10,True,15645,,,,9.0
l3,data/l3/res=9/year=2020/month=10/l3-aggregates-9-2020-10-monthly.parquet,2020,10,True,3833,,,,9.0
l3,data/l3/res=9/year=2020/month=11/l3-aggregates-9-2020-11-monthly.parquet,2020,11,True,3813,,,,9.0
l3,data/l3/res=9/year=2020/month=11/l3-aggregates-9-2020-11.parquet,2020,11,True,14099,,,,9.0
l3,data/l3/res=9/year=2020/month=12/l3-aggregates-9-2020-12.parquet,2020,12,True,13975,,,,9.0
l3,data/l3/res=9/year=2020/month=12/l3-aggregates-9-2020-12-monthly.parquet,2020,12,True,3843,,,,9.0
l3,data/l3/res=9/year=2021/month=01/l3-aggregates-9-2021-01-monthly.parquet,2021,01,True,3766,,,,9.0
l3,data/l3/res=9/year=2021/month=01/l3-aggregates-9-2021-01.parquet,2021,01,True,14041,,,,9.0
l3,data/l3/res=9/year=2021/month=02/l3-aggregates-9-2021-02-monthly.parquet,2021,02,True,3486,,,,9.0
l3,data/l3/res=9/year=2021/month=02/l3-aggregates-9-2021-02.parquet,2021,02,True,11384,,,,9.0
l3,data/l3/res=9/year=2021/month=03/l3-aggregates-9-2021-03-monthly.parquet,2021,03,True,3618,,,,9.0
l3,data/l3/res=9/year=2021/month=03/l3-aggregates-9-2021-03.parquet,2021,03,True,13738,,,,9.0
l3,data/l3/res=9/year=2021/month=04/l3-aggregates-9-2021-04.parquet,2021,04,True,13308,,,,9.0
l3,data/l3/res=9/year=2021/month=04/l3-aggregates-9-2021-04-monthly.parquet,2021,04,True,3619,,,,9.0
l3,data/l3/res=9/year=2021/month=05/l3-aggregates-9-2021-05.parquet,2021,05,True,15051,,,,9.0
l3,data/l3/res=9/year=2021/month=05/l3-aggregates-9-2021-05-monthly.parquet,2021,05,True,3753,,,,9.0
l3,data/l3/res=9/year=2021/month=06/l3-aggregates-9-2021-06.parquet,2021,06,True,15710,,,,9.0
l3,data/l3/res=9/year=2021/month=06/l3-aggregates-9-2021-06-monthly.parquet,2021,06,True,3808,,,,9.0
l3,data/l3/res=9/year=2021/month=07/l3-aggregates-9-2021-07.parquet,2021,07,True,15860,,,,9.0
l3,data/l3/res=9/year=2021/month=07/l3-aggregates-9-2021-07-monthly.parquet,2021,07,True,3841,,,,9.0
l3,data/l3/res=9/year=2021/month=08/l3-aggregates-9-2021-08.parquet,2021,08,True,15411,,,,9.0
l3,data/l3/res=9/year=2021/month=08/l3-aggregates-9-2021-08-monthly.parquet,2021,08,True,3769,,,,9.0
l3,data/l3/res=9/year=2021/month=09/l3-aggregates-9-2021-09-monthly.parquet,2021,09,True,3831,,,,9.0
l3,data/l3/res=9/year=2021/month=09/l3-aggregates-9-2021-09.parquet,2021,09,True,16010,,,,9.0
l3,data/l3/res=9/year=2021/month=10/l3-aggregates-9-2021-10-monthly.parquet,2021,10,True,3799,,,,9.0
l3,data/l3/res=9/year=2021/month=10/l3-aggregates-9-2021-10.parquet,2021,10,True,15985,,,,9.0
l3,data/l3/res=9/year=2021/month=11/l3-aggregates-9-2021-11.parquet,2021,11,True,14487,,,,9.0
l3,data/l3/res=9/year=2021/month=11/l3-aggregates-9-2021-11-monthly.parquet,2021,11,True,3737,,,,9.0
l3,data/l3/res=9/year=2021/month=12/l3-aggregates-9-2021-12-monthly.parquet,2021,12,True,3709,,,,9.0
l3,data/l3/res=9/year=2021/month=12/l3-aggregates-9-2021-12.parquet,2021,12,True,13955,,,,9.0
l3,data/l3/res=9/year=2022/month=01/l3-aggregates-9-2022-01.parquet,2022,01,True,13367,,,,9.0
l3,data/l3/res=9/year=2022/month=01/l3-aggregates-9-2022-01-monthly.parquet,2022,01,True,3621,,,,9.0
l3,data/l3/res=9/year=2022/month=02/l3-aggregates-9-2022-02-monthly.parquet,2022,02,True,3594,,,,9.0
l3,data/l3/res=9/year=2022/month=02/l3-aggregates-9-2022-02.parquet,2022,02,True,12901,,,,9.0
l3,data/l3/res=9/year=2022/month=03/l3-aggregates-9-2022-03.parquet,2022,03,True,15342,,,,9.0
l3,data/l3/res=9/year=2022/month=03/l3-aggregates-9-2022-03-monthly.parquet,2022,03,True,3757,,,,9.0
l3,data/l3/res=9/year=2022/month=04/l3-aggregates-9-2022-04-monthly.parquet,2022,04,True,3785,,,,9.0
l3,data/l3/res=9/year=2022/month=04/l3-aggregates-9-2022-04.parquet,2022,04,True,15099,,,,9.0
l3,data/l3/res=9/year=2022/month=05/l3-aggregates-9-2022-05-monthly.parquet,2022,05,True,3919,,,,9.0
l3,data/l3/res=9/year=2022/month=05/l3-aggregates-9-2022-05.parquet,2022,05,True,16792,,,,9.0
l3,data/l3/res=9/year=2022/month=06/l3-aggregates-9-2022-06-monthly.parquet,2022,06,True,3956,,,,9.0
l3,data/l3/res=9/year=2022/month=06/l3-aggregates-9-2022-06.parquet,2022,06,True,17135,,,,9.0
l3,data/l3/res=9/year=2022/month=07/l3-aggregates-9-2022-07.parquet,2022,07,True,17960,,,,9.0
l3,data/l3/res=9/year=2022/month=07/l3-aggregates-9-2022-07-monthly.parquet,2022,07,True,3981,,,,9.0
l3,data/l3/res=9/year=2022/month=08/l3-aggregates-9-2022-08.parquet,2022,08,True,18364,,,,9.0
l3,data/l3/res=9/year=2022/month=08/l3-aggregates-9-2022-08-monthly.parquet,2022,08,True,3994,,,,9.0
l3,data/l3/res=9/year=2022/month=09/l3-aggregates-9-2022-09.parquet,2022,09,True,18176,,,,9.0
l3,data/l3/res=9/year=2022/month=09/l3-aggregates-9-2022-09-monthly.parquet,2022,09,True,4004,,,,9.0
l3,data/l3/res=9/year=2022/month=10/l3-aggregates-9-2022-10.parquet,2022,10,True,18957,,,,9.0
l3,data/l3/res=9/year=2022/month=10/l3-aggregates-9-2022-10-monthly.parquet,2022,10,True,4078,,,,9.0
l3,data/l3/res=9/year=2022/month=11/l3-aggregates-9-2022-11.parquet,2022,11,True,17200,,,,9.0
l3,data/l3/res=9/year=2022/month=11/l3-aggregates-9-2022-11-monthly.parquet,2022,11,True,3949,,,,9.0
l3,data/l3/res=9/year=2022/month=12/l3-aggregates-9-2022-12.parquet,2022,12,True,16854,,,,9.0
l3,data/l3/res=9/year=2022/month=12/l3-aggregates-9-2022-12-monthly.parquet,2022,12,True,3945,,,,9.0
l3,data/l3/res=9/year=2023/month=01/l3-aggregates-9-2023-01-monthly.parquet,2023,01,True,3931,,,,9.0
l3,data/l3/res=9/year=2023/month=01/l3-aggregates-9-2023-01.parquet,2023,01,True,17672,,,,9.0
l3,data/l3/res=9/year=2023/month=02/l3-aggregates-9-2023-02.parquet,2023,02,True,15552,,,,9.0
l3,data/l3/res=9/year=2023/month=02/l3-aggregates-9-2023-02-monthly.parquet,2023,02,True,3859,,,,9.0
l3,data/l3/res=9/year=2023/month=03/l3-aggregates-9-2023-03-monthly.parquet,2023,03,True,3942,,,,9.0
l3,data/l3/res=9/year=2023/month=03/l3-aggregates-9-2023-03.parquet,2023,03,True,17385,,,,9.0
l3,data/l3/res=9/year=2023/month=04/l3-aggregates-9-2023-04.parquet,2023,04,True,17499,,,,9.0
l3,data/l3/res=9/year=2023/month=04/l3-aggregates-9-2023-04-monthly.parquet,2023,04,True,3947,,,,9.0
l3,data/l3/res=9/year=2023/month=05/l3-aggregates-9-2023-05.parquet,2023,05,True,18529,,,,9.0
l3,data/l3/res=9/year=2023/month=05/l3-aggregates-9-2023-05-monthly.parquet,2023,05,True,3962,,,,9.0
l3,data/l3/res=9/year=2023/month=06/l3-aggregates-9-2023-06.parquet,2023,06,True,18740,,,,9.0
l3,data/l3/res=9/year=2023/month=06/l3-aggregates-9-2023-06-monthly.parquet,2023,06,True,4017,,,,9.0
l3,data/l3/res=9/year=2023/month=07/l3-aggregates-9-2023-07-monthly.parquet,2023,07,True,4050,,,,9.0
l3,data/l3/res=9/year=2023/month=07/l3-aggregates-9-2023-07.parquet,2023,07,True,19796,,,,9.0
l3,data/l3/res=9/year=2023/month=08/l3-aggregates-9-2023-08-monthly.parquet,2023,08,True,4017,,,,9.0
l3,data/l3/res=9/year=2023/month=08/l3-aggregates-9-2023-08.parquet,2023,08,True,19877,,,,9.0
l3,data/l3/res=9/year=2023/month=09/l3-aggregates-9-2023-09-monthly.parquet,2023,09,True,4031,,,,9.0
l3,data/l3/res=9/year=2023/month=09/l3-aggregates-9-2023-09.parquet,2023,09,True,18791,,,,9.0
l3,data/l3/res=9/year=2023/month=10/l3-aggregates-9-2023-10-monthly.parquet,2023,10,True,4021,,,,9.0
l3,data/l3/res=9/year=2023/month=10/l3-aggregates-9-2023-10.parquet,2023,10,True,19157,,,,9.0
l3,data/l3/res=9/year=2023/month=11/l3-aggregates-9-2023-11-monthly.parquet,2023,11,True,3988,,,,9.0
l3,data/l3/res=9/year=2023/month=11/l3-aggregates-9-2023-11.parquet,2023,11,True,17843,,,,9.0
l3,data/l3/res=9/year=2023/month=12/l3-aggregates-9-2023-12-monthly.parquet,2023,12,True,3906,,,,9.0
l3,data/l3/res=9/year=2023/month=12/l3-aggregates-9-2023-12.parquet,2023,12,True,17250,,,,9.0
l3,data/l3/res=9/year=2024/month=01/l3-aggregates-9-2024-01-monthly.parquet,2024,01,True,3860,,,,9.0
l3,data/l3/res=9/year=2024/month=01/l3-aggregates-9-2024-01.parquet,2024,01,True,16435,,,,9.0
l3,data/l3/res=9/year=2024/month=02/l3-aggregates-9-2024-02-monthly.parquet,2024,02,True,3916,,,,9.0
l3,data/l3/res=9/year=2024/month=02/l3-aggregates-9-2024-02.parquet,2024,02,True,16663,,,,9.0
l3,data/l3/res=9/year=2024/month=03/l3-aggregates-9-2024-03-monthly.parquet,2024,03,True,3936,,,,9.0
l3,data/l3/res=9/year=2024/month=03/l3-aggregates-9-2024-03.parquet,2024,03,True,17457,,,,9.0
l3,data/l3/res=9/year=2024/month=04/l3-aggregates-9-2024-04.parquet,2024,04,True,16980,,,,9.0
l3,data/l3/res=9/year=2024/month=04/l3-aggregates-9-2024-04-monthly.parquet,2024,04,True,3925,,,,9.0
l3,data/l3/res=9/year=2024/month=05/l3-aggregates-9-2024-05.parquet,2024,05,True,18318,,,,9.0
l3,data/l3/res=9/year=2024/month=05/l3-aggregates-9-2024-05-monthly.parquet,2024,05,True,4002,,,,9.0
l3,data/l3/res=9/year=2024/month=06/l3-aggregates-9-2024-06.parquet,2024,06,True,18999,,,,9.0
l3,data/l3/res=9/year=2024/month=06/l3-aggregates-9-2024-06-monthly.parquet,2024,06,True,4055,,,,9.0
l3,data/l3/res=9/year=2024/month=07/l3-aggregates-9-2024-07.parquet,2024,07,True,19760,,,,9.0
l3,data/l3/res=9/year=2024/month=07/l3-aggregates-9-2024-07-monthly.parquet,2024,07,True,4049,,,,9.0
l3,data/l3/res=9/year=2024/month=08/l3-aggregates-9-2024-08-monthly.parquet,2024,08,True,4017,,,,9.0
l3,data/l3/res=9/year=2024/month=08/l3-aggregates-9-2024-08.parquet,2024,08,True,18800,,,,9.0
l3,data/l3/res=9/year=2024/month=09/l3-aggregates-9-2024-09-monthly.parquet,2024,09,True,4035,,,,9.0
l3,data/l3/res=9/year=2024/month=09/l3-aggregates-9-2024-09.parquet,2024,09,True,18899,,,,9.0
l3,data/l3/res=9/year=2024/month=10/l3-aggregates-9-2024-10-monthly.parquet,2024,10,True,3956,,,,9.0
l3,data/l3/res=9/year=2024/month=10/l3-aggregates-9-2024-10.parquet,2024,10,True,18681,,,,9.0
l3,data/l3/res=9/year=2024/month=11/l3-aggregates-9-2024-11-monthly.parquet,2024,11,True,3865,,,,9.0
l3,data/l3/res=9/year=2024/month=11/l3-aggregates-9-2024-11.parquet,2024,11,True,16459,,,,9.0
l3,data/l3/res=9/year=2024/month=12/l3-aggregates-9-2024-12-monthly.parquet,2024,12,True,3865,,,,9.0
l3,data/l3/res=9/year=2024/month=12/l3-aggregates-9-2024-12.parquet,2024,12,True,16509,,,,9.0
l3,data/l3/res=9/year=2025/month=01/l3-aggregates-9-2025-01-monthly.parquet,2025,01,True,3765,,,,9.0
l3,data/l3/res=9/year=2025/month=01/l3-aggregates-9-2025-01.parquet,2025,01,True,15579,,,,9.0
l3,data/l3/res=9/year=2025/month=02/l3-aggregates-9-2025-02.parquet,2025,02,True,13922,,,,9.0
l3,data/l3/res=9/year=2025/month=02/l3-aggregates-9-2025-02-monthly.parquet,2025,02,True,3694,,,,9.0
l3,data/l3/res=9/year=2025/month=03/l3-aggregates-9-2025-03.parquet,2025,03,True,16482,,,,9.0
l3,data/l3/res=9/year=2025/month=03/l3-aggregates-9-2025-03-monthly.parquet,2025,03,True,3854,,,,9.0
l3,data/l3/res=9/year=2025/month=04/l3-aggregates-9-2025-04.parquet,2025,04,True,16284,,,,9.0
l3,data/l3/res=9/year=2025/month=04/l3-aggregates-9-2025-04-monthly.parquet,2025,04,True,3841,,,,9.0
l3,data/l3/res=9/year=2025/month=05/l3-aggregates-9-2025-05-monthly.parquet,2025,05,True,3928,,,,9.0
l3,data/l3/res=9/year=2025/month=05/l3-aggregates-9-2025-05.parquet,2025,05,True,16987,,,,9.0
l3,data/l3/res=9/year=2025/month=06/l3-aggregates-9-2025-06-monthly.parquet,2025,06,True,3932,,,,9.0
l3,data/l3/res=9/year=2025/month=06/l3-aggregates-9-2025-06.parquet,2025,06,True,17220,,,,9.0
l3,data/l3/res=9/year=2025/month=07/l3-aggregates-9-2025-07-monthly.parquet,2025,07,True,3933,,,,9.0
l3,data/l3/res=9/year=2025/month=07/l3-aggregates-9-2025-07.parquet,2025,07,True,18305,,,,9.0
l3,data/l3/res=9/year=2025/month=08/l3-aggregates-9-2025-08-monthly.parquet,2025,08,True,3526,,,,9.0
l3,data/l3/res=9/year=2025/month=08/l3-aggregates-9-2025-08.parquet,2025,08,True,11577,,,,9.0
